180,22.5,112.5,225,292.5,0,315,90,247.5,135,157.5,270,202.5,337.5,67.5,45,270,135,337.5,0,225,315,90,292.5,112.5,247.5,67.5,202.5,22.5,180,157.5,45,180,202.5,45,225,292.5,22.5,90,247.5,67.5,157.5,270,112.5,135,337.5,315,0
180,22.5,112.5,225,292.5,0,315,90,247.5,135,157.5,270,225,337.5,67.5,45,270,135,337.5,0,225,315,90,292.5,112.5,247.5,67.5,225,22.5,180,157.5,45,180,225,45,247.5,292.5,22.5,90,247.5,67.5,157.5,270,112.5,135,337.5,315,0
